metric,model,estimate,se,ci_low,ci_high,odds_ratio,or_ci_low,or_ci_high,p_value
AUC,logit(P(Response)) ~ AUC,-0.0025962713692551653,0.07814641862180913,-0.15961875395589492,0.14768629922687918,0.9974070960283998,0.8524687273515646,1.15914921331775,0.9734966252244144
Cmax,logit(P(Response)) ~ Cmax,-0.1323928989236653,0.5565105657011536,-1.251530465082257,0.9368594252794976,0.8759967492769739,0.2860666466450231,2.5519542170125065,0.8119599999790071
