metric,model,slope_beta,se,ci_low,ci_high,p_value
AUC,log(AUC) ~ log(Dose),1.0164681399331144,0.024091654744022334,0.9690214962615544,1.0639147836046743,3.1887102173203413e-116
Cmax,log(Cmax) ~ log(Dose),0.9994326623017853,0.0250710925957884,0.950057091819471,1.0488082327840997,8.094774805038888e-111
