sev,OR,CI_low,CI_high
40,0.6087206635160077,0.24440507061713934,1.5160931205548558
50,0.5838171721425823,0.3226632222886061,1.0563413086592652
60,0.5599325124266925,0.26621223646309766,1.1777235435829747
