"n_per_arm","p_control_true","p_treatment_true","events_control","events_treatment","prop_control","prop_treatment","risk_difference","p_value","rd_lcl","rd_ucl","odds_ratio","or_lcl","or_ucl","reject_h0"
96,0.35,0.55,34,52,0.354166666666667,0.541666666666667,0.1875,0.00899386026466373,0.0493438941860658,0.325656105813934,2.15508021390366,1.20690109623625,3.84817839907728,1
96,0.35,0.55,33,53,0.34375,0.552083333333333,0.208333333333333,0.00370148004529184,0.0707756495755885,0.345891017091078,2.35306553911181,1.3142938414263,4.21284590769046,1
96,0.35,0.55,40,57,0.416666666666667,0.59375,0.177083333333333,0.014132736429049,0.0378783813397712,0.316288285326895,2.04615384615384,1.15146678982175,3.63601069447974,1
96,0.35,0.55,34,55,0.354166666666667,0.572916666666667,0.21875,0.0023722378268067,0.0811134278468516,0.356386572153148,2.44619799139157,1.36715552486287,4.3768865387048,1
96,0.35,0.55,27,50,0.28125,0.520833333333333,0.239583333333333,0.000707237381310258,0.105138397901959,0.374028268764708,2.7777777777718,1.52663847193102,5.05427416153276,1
96,0.35,0.55,34,54,0.354166666666667,0.5625,0.208333333333333,0.00376957206341766,0.0704918626484239,0.346174804018243,2.34453781512596,1.31139546751253,4.19160939833206,1
96,0.35,0.55,44,53,0.458333333333333,0.552083333333333,0.0937500000000001,0.193906666007559,-0.0470675380824757,0.234567538082476,1.45665961820235,0.825149986659701,2.57148067333908,0
96,0.35,0.55,35,47,0.364583333333333,0.489583333333333,0.125,0.0799858866874911,-0.0138145183082975,0.263814518308297,1.67172011661805,0.938850954299975,2.97666859207615,0
96,0.35,0.55,33,55,0.34375,0.572916666666667,0.229166666666667,0.00144000496059492,0.0919882787147553,0.366345054618578,2.56097560975584,1.42831032556143,4.59185651492528,1
96,0.35,0.55,35,53,0.364583333333333,0.552083333333333,0.1875,0.00913008036270765,0.0490613339653478,0.325938666034652,2.14817275747504,1.2046708065956,3.83062839299552,1
96,0.35,0.55,23,59,0.239583333333333,0.614583333333333,0.375,1.50208355727749e-07,0.245506676851242,0.504493323148758,5.06110458283061,2.71343529237784,9.43998173470435,1
96,0.35,0.55,33,60,0.34375,0.625,0.28125,9.65833561949601e-05,0.145583397297282,0.416916602702718,3.18181818181784,1.76372734526616,5.7400975095835,1
96,0.35,0.55,34,47,0.354166666666667,0.489583333333333,0.135416666666667,0.0574696601002699,-0.0029749460614541,0.273808279394787,1.74909963985587,0.980429358513628,3.12041813474664,0
96,0.35,0.55,38,56,0.395833333333333,0.583333333333333,0.1875,0.00935938128679167,0.0485916775240147,0.326408322475985,2.13684210526315,1.20100822204684,3.80188419946334,1
96,0.35,0.55,36,61,0.375,0.635416666666667,0.260416666666667,0.000307812361930101,0.123856881292072,0.396976452041261,2.90476190476184,1.61653374631864,5.21958897707566,1
96,0.35,0.55,35,53,0.364583333333333,0.552083333333333,0.1875,0.00913008036270765,0.0490613339653478,0.325938666034652,2.14817275747504,1.2046708065956,3.83062839299553,1
96,0.35,0.55,32,63,0.333333333333333,0.65625,0.322916666666667,7.65160369290915e-06,0.18905430711933,0.456779026214004,3.81818181818067,2.09990216167354,6.94247220787987,1
96,0.35,0.55,32,49,0.333333333333333,0.510416666666667,0.177083333333333,0.0129824132573764,0.0396361693967374,0.314530497269929,2.0851063829783,1.16362914583066,3.73630090301087,1
96,0.35,0.55,37,50,0.385416666666667,0.520833333333333,0.135416666666667,0.0594718412671982,-0.00409984559128132,0.274933178924615,1.73325499412456,0.976450201467347,3.07662681634277,0
96,0.35,0.55,46,52,0.479166666666667,0.541666666666667,0.0624999999999999,0.386373143786806,-0.0786409206833948,0.203640920683395,1.28458498004061,0.728621684463529,2.26476730810023,0
96,0.35,0.55,35,50,0.364583333333333,0.520833333333333,0.15625,0.0293006345305402,0.0174824075542103,0.29501759244579,1.89440993788817,1.063722744735,3.37380114370266,1
96,0.35,0.55,39,55,0.40625,0.572916666666667,0.166666666666667,0.0208935575066838,0.0272279792110358,0.306105354122297,1.96060037523451,1.10437406037425,3.48066291059668,1
96,0.35,0.55,42,54,0.4375,0.5625,0.125,0.0832645166635506,-0.0153388018522196,0.26533880185222,1.65306121640561,0.934596694221167,2.9238401998218,0
96,0.35,0.55,30,53,0.3125,0.552083333333333,0.239583333333333,0.000806286671242313,0.10359706335732,0.375569603309347,2.71162790697492,1.50315249920443,4.89166994684631,1
96,0.35,0.55,40,58,0.416666666666667,0.604166666666667,0.1875,0.00935938128679169,0.0485916775240147,0.326408322475985,2.13684210526316,1.20100822204685,3.80188419946335,1
96,0.35,0.55,31,52,0.322916666666667,0.541666666666667,0.21875,0.00221878096131956,0.0820630935502886,0.355436906449711,2.4780058651017,1.37817476521863,4.45554019885449,1
96,0.35,0.55,31,61,0.322916666666667,0.635416666666667,0.3125,1.46496922119514e-05,0.178265147533747,0.446734852466253,3.65437788018289,2.01268324878498,6.63516114581459,1
96,0.35,0.55,32,63,0.333333333333333,0.65625,0.322916666666667,7.65160369290915e-06,0.18905430711933,0.456779026214004,3.81818181818066,2.09990216167354,6.94247220787986,1
96,0.35,0.55,39,48,0.40625,0.5,0.09375,0.191966178121392,-0.0464495077217643,0.233949507721764,1.46153846153847,0.825765490310246,2.5868054546015,0
96,0.35,0.55,27,54,0.28125,0.5625,0.28125,7.96084773081207e-05,0.147322784654503,0.415177215345497,3.28571428570722,1.80239127242768,5.98977510180639,1
96,0.35,0.55,34,50,0.354166666666667,0.520833333333333,0.166666666666667,0.0199302977990565,0.0283221232486977,0.305011210084636,1.98209718670069,1.110831945636,3.53672693062264,1
96,0.35,0.55,38,60,0.395833333333333,0.625,0.229166666666667,0.00149261347699073,0.091514322259739,0.366819011073594,2.54385964912279,1.42226005455088,4.54995687583914,1
96,0.35,0.55,26,53,0.270833333333333,0.552083333333333,0.28125,7.50459012960441e-05,0.147842513863534,0.414657486136466,3.31842576027739,1.81446111927631,6.06899172954703,1
96,0.35,0.55,32,49,0.333333333333333,0.510416666666667,0.177083333333333,0.0129824132573764,0.0396361693967374,0.314530497269929,2.0851063829783,1.16362914583065,3.73630090301087,1
96,0.35,0.55,40,52,0.416666666666667,0.541666666666667,0.125,0.0829968426819116,-0.0152149916809172,0.265214991680917,1.65454545454545,0.93492834096143,2.92805399218287,0
96,0.35,0.55,34,59,0.354166666666667,0.614583333333333,0.260416666666667,0.000305958156541099,0.123920486225832,0.396912847107501,2.90779014308413,1.61764828578082,5.22687384553187,1
96,0.35,0.55,30,48,0.3125,0.5,0.1875,0.00816942752118555,0.0511151995699135,0.323884800430086,2.19999999999852,1.22135723870153,3.96280453140725,1
96,0.35,0.55,30,64,0.3125,0.666666666666667,0.354166666666667,9.17556879398709e-07,0.221919622976556,0.486413710356777,4.3999999999962,2.40211370724292,8.05956851317726,1
96,0.35,0.55,44,55,0.458333333333333,0.572916666666667,0.114583333333333,0.112175793118816,-0.0258637128865813,0.255030379553248,1.58536584244919,0.896704189357567,2.80291414296313,0
96,0.35,0.55,37,42,0.385416666666667,0.4375,0.0520833333333333,0.463389718197569,-0.0869343473395746,0.191101014006241,1.24024024024024,0.697330737699368,2.20583400437212,0
96,0.35,0.55,31,48,0.322916666666667,0.5,0.177083333333333,0.0126618702206711,0.0401425387494479,0.314024127917219,2.09677419354758,1.16726175610444,3.76647482514946,1
96,0.35,0.55,31,53,0.322916666666667,0.552083333333333,0.229166666666667,0.00137175537400953,0.0926227797478425,0.365710553585491,2.58439609902377,1.43656589964471,4.64935385024879,1
96,0.35,0.55,25,51,0.260416666666667,0.53125,0.270833333333333,0.000124562721233342,0.137898606928726,0.40376805973794,3.21866666665708,1.75409658438694,5.90606880103477,1
96,0.35,0.55,39,64,0.40625,0.666666666666667,0.260416666666667,0.000296807724485329,0.124238956516126,0.396594376817207,2.92307692307633,1.62326778163772,5.26369019016749,1
96,0.35,0.55,37,41,0.385416666666667,0.427083333333333,0.0416666666666666,0.556683536877318,-0.0971478516416308,0.180481184974964,1.18869778869778,0.667807313293335,2.1158834363264,0
96,0.35,0.55,41,44,0.427083333333333,0.458333333333333,0.03125,0.66292119309796,-0.109197046219915,0.171697046219915,1.13508442008628,0.642018976007109,2.00682018580764,0
96,0.35,0.55,34,56,0.354166666666667,0.583333333333333,0.229166666666667,0.00146440330320763,0.0917668955815239,0.366566437751809,2.55294117647048,1.42547204276431,4.57217571091718,1
96,0.35,0.55,38,52,0.395833333333333,0.541666666666667,0.145833333333333,0.0428997945493376,0.00617684571992649,0.28548982094674,1.80382775119617,1.0168894948614,3.19975235502745,1
96,0.35,0.55,35,50,0.364583333333333,0.520833333333333,0.15625,0.0293006345305402,0.0174824075542103,0.29501759244579,1.89440993788816,1.06372274473499,3.37380114370264,1
96,0.35,0.55,33,51,0.34375,0.53125,0.1875,0.00882876095281862,0.0496900323370275,0.325309967662972,2.16363636363616,1.20966104783431,3.86994548797763,1
96,0.35,0.55,34,50,0.354166666666667,0.520833333333333,0.166666666666667,0.0199302977990565,0.0283221232486977,0.305011210084636,1.98209718670068,1.110831945636,3.53672693062263,1
96,0.35,0.55,41,56,0.427083333333333,0.583333333333333,0.15625,0.0303738282296035,0.0165468851010205,0.29595311489898,1.8780487804878,1.05903611511121,3.33045037044968,1
96,0.35,0.55,28,49,0.291666666666667,0.510416666666667,0.21875,0.00198640577729942,0.0835964375758098,0.35390356242419,2.53191489361299,1.39673828902754,4.58968804597071,1
96,0.35,0.55,34,64,0.354166666666667,0.666666666666667,0.3125,1.4838850191749e-05,0.178168145339371,0.446831854660629,3.64705882352853,2.00989357777394,6.61778225940144,1
96,0.35,0.55,25,48,0.260416666666667,0.5,0.239583333333333,0.000627709613210097,0.106501708665766,0.3726649580009,2.83999999999155,1.54853308356898,5.20854225559252,1
96,0.35,0.55,39,42,0.40625,0.4375,0.03125,0.661098303735074,-0.108390941725051,0.170890941725051,1.13675213675213,0.640837324198027,2.01643283188548,0
96,0.35,0.55,39,39,0.40625,0.40625,0,1,-0.138939576458263,0.138939576458263,1,0.562131657226762,1.77894268565736,0
96,0.35,0.55,23,55,0.239583333333333,0.572916666666667,0.333333333333333,2.57376370478726e-06,0.202638500003011,0.464028166663655,4.25768822904518,2.29262787918093,7.90704379911243,1
96,0.35,0.55,38,61,0.395833333333333,0.635416666666667,0.239583333333333,0.000895714965871587,0.102325838986547,0.37684082768012,2.66015037593981,1.48472661582927,4.76612997111276,1
96,0.35,0.55,37,51,0.385416666666667,0.53125,0.145833333333333,0.0425827975150109,0.00639464587770247,0.285272020788964,1.80720720720721,1.017802304871,3.2088725621383,1
96,0.35,0.55,32,54,0.333333333333333,0.5625,0.229166666666667,0.00140902571869992,0.0922734402407325,0.366059893092601,2.57142857142806,1.43199825420525,4.61749508320895,1
96,0.35,0.55,26,61,0.270833333333333,0.635416666666667,0.364583333333333,3.89206077990914e-07,0.233540134658288,0.495626532008379,4.69230769229511,2.54275867207099,8.65900162725202,1
96,0.35,0.55,27,41,0.28125,0.427083333333333,0.145833333333333,0.0346366540499148,0.0121170143453763,0.27954965232129,1.9050505050464,1.04420794485514,3.47556963597037,1
96,0.35,0.55,30,54,0.3125,0.5625,0.25,0.000480341199981871,0.114189453911751,0.385810546088249,2.82857142856955,1.56693647956551,5.10602467353271,1
96,0.35,0.55,37,48,0.385416666666667,0.5,0.114583333333333,0.109989614069621,-0.0249954075237205,0.254162074190387,1.59459459459459,0.898552157104387,2.82981004609051,0
96,0.35,0.55,30,50,0.3125,0.520833333333333,0.208333333333333,0.00341479117811781,0.072012219481751,0.344654447184916,2.39130434782448,1.32724832643701,4.30841491379019,1
96,0.35,0.55,30,47,0.3125,0.489583333333333,0.177083333333333,0.0123056524384959,0.0407144517594936,0.313452214907173,2.11020408163126,1.1714367486048,3.80128186300861,1
96,0.35,0.55,36,51,0.375,0.53125,0.15625,0.0296570197067331,0.0171698675356791,0.295330132464321,1.88888888888888,1.06214168497559,3.35915752581527,1
96,0.35,0.55,30,53,0.3125,0.552083333333333,0.239583333333333,0.000806286671242313,0.10359706335732,0.375569603309347,2.71162790697493,1.50315249920443,4.89166994684632,1
96,0.35,0.55,26,59,0.270833333333333,0.614583333333333,0.34375,1.62902632127983e-06,0.211913994301979,0.475586005698022,4.29313929312784,2.33369030043671,7.89781102777399,1
96,0.35,0.55,38,57,0.395833333333333,0.59375,0.197916666666667,0.00609618332420058,0.059274287503714,0.336559045829619,2.23076923076923,1.25243191960574,3.97333482407033,1
96,0.35,0.55,25,57,0.260416666666667,0.59375,0.333333333333333,3.03090111700812e-06,0.201579689113768,0.465086977552898,4.15076923075688,2.25242711210299,7.64903117815528,1
96,0.35,0.55,38,50,0.395833333333333,0.520833333333333,0.125,0.0821938329275369,-0.0148429034751817,0.264842903475182,1.65903890160183,0.935953082511854,2.94075646360549,0
96,0.35,0.55,35,53,0.364583333333333,0.552083333333333,0.1875,0.00913008036270765,0.0490613339653478,0.325938666034652,2.14817275747505,1.2046708065956,3.83062839299553,1
96,0.35,0.55,29,52,0.302083333333333,0.541666666666667,0.239583333333333,0.000776479030304804,0.104044808641421,0.375121858025246,2.73040752350803,1.50984198025052,4.9376857591364,1
96,0.35,0.55,40,48,0.416666666666667,0.5,0.0833333333333333,0.246565883634409,-0.057129169558198,0.223795836224865,1.4,0.791869916822545,2.4751540099726,0
96,0.35,0.55,31,53,0.322916666666667,0.552083333333333,0.229166666666667,0.00137175537400953,0.0926227797478425,0.365710553585491,2.58439609902376,1.43656589964471,4.64935385024878,1
96,0.35,0.55,29,51,0.302083333333333,0.53125,0.229166666666667,0.0012798047930307,0.0935160671020411,0.364817266231292,2.61839080459488,1.44850084250973,4.73314906307413,1
96,0.35,0.55,39,56,0.40625,0.583333333333333,0.177083333333333,0.014132736429049,0.0378783813397713,0.316288285326895,2.04615384615384,1.15146678982176,3.63601069447975,1
96,0.35,0.55,39,53,0.40625,0.552083333333333,0.145833333333333,0.0431265470609021,0.0060214819077129,0.285645184758954,1.80143112701252,1.01624216835977,3.19328818111073,1
96,0.35,0.55,32,52,0.333333333333333,0.541666666666667,0.208333333333333,0.00361924162900677,0.0711232973505587,0.345543369316108,2.36363636363588,1.31788189462053,4.23920905379042,1
96,0.35,0.55,33,44,0.34375,0.458333333333333,0.114583333333333,0.10528516678729,-0.0231163169955156,0.252282983662182,1.61538461538446,0.90275900335891,2.89054714039041,0
96,0.35,0.55,33,58,0.34375,0.604166666666667,0.260416666666667,0.000302273921938425,0.124047785092827,0.396785548240506,2.91387559808585,1.61988668588751,5.24152156758313,1
96,0.35,0.55,34,58,0.354166666666667,0.604166666666667,0.25,0.000526081524012128,0.11317022350861,0.38682977649139,2.78328173374599,1.55051138576516,4.99619498477994,1
96,0.35,0.55,33,49,0.34375,0.510416666666667,0.166666666666667,0.019577021329057,0.0287307300855623,0.304602603247771,1.99032882011586,1.11330153971655,3.55825324124888,1
96,0.35,0.55,26,53,0.270833333333333,0.552083333333333,0.28125,7.50459012960441e-05,0.147842513863534,0.414657486136466,3.31842576027739,1.81446111927631,6.06899172954703,1
96,0.35,0.55,30,50,0.3125,0.520833333333333,0.208333333333333,0.00341479117811781,0.072012219481751,0.344654447184916,2.39130434782449,1.32724832643701,4.3084149137902,1
96,0.35,0.55,37,51,0.385416666666667,0.53125,0.145833333333333,0.0425827975150109,0.00639464587770247,0.285272020788964,1.8072072072072,1.017802304871,3.20887256213829,1
96,0.35,0.55,38,53,0.395833333333333,0.552083333333333,0.15625,0.0301582260164424,0.0167334877420521,0.295766512257948,1.88127294981639,1.05995997478663,3.33898259924703,1
96,0.35,0.55,29,51,0.302083333333333,0.53125,0.229166666666667,0.0012798047930307,0.0935160671020411,0.364817266231292,2.61839080459489,1.44850084250974,4.73314906307415,1
96,0.35,0.55,33,53,0.34375,0.552083333333333,0.208333333333333,0.00370148004529184,0.0707756495755885,0.345891017091078,2.35306553911181,1.3142938414263,4.21284590769046,1
96,0.35,0.55,35,54,0.364583333333333,0.5625,0.197916666666667,0.00596437570052306,0.0596506077069449,0.336182725626388,2.24081632653059,1.25577248805331,3.99854102316729,1
96,0.35,0.55,39,51,0.40625,0.53125,0.125,0.0826622520567185,-0.015060075059003,0.265060075059003,1.65641025641026,0.935353475442499,2.9333241491866,0
96,0.35,0.55,32,53,0.333333333333333,0.552083333333333,0.21875,0.00227939993309564,0.081682437701319,0.355817562298681,2.46511627906926,1.37371530474069,4.42362274654817,1
96,0.35,0.55,39,59,0.40625,0.614583333333333,0.208333333333333,0.00388467205486968,0.0700201783544338,0.346646488312233,2.33056133056134,1.30663786496952,4.15686416345706,1
96,0.35,0.55,32,55,0.333333333333333,0.572916666666667,0.239583333333333,0.000854683473350718,0.102896426883622,0.376270239783045,2.68292682926775,1.49289532018332,4.82156804558863,1
96,0.35,0.55,27,61,0.28125,0.635416666666667,0.354166666666667,8.45303224582897e-07,0.222413022447102,0.485920310886232,4.45396825395859,2.42286158741752,8.18776991236039,1
96,0.35,0.55,34,48,0.354166666666667,0.5,0.145833333333333,0.0410957539354006,0.0074260343923282,0.284240632274338,1.82352941176463,1.02221112575998,3.25300657738237,1
96,0.35,0.55,38,53,0.395833333333333,0.552083333333333,0.15625,0.0301582260164424,0.0167334877420521,0.295766512257948,1.88127294981639,1.05995997478663,3.33898259924702,1
