sev,HR,CI_low,CI_high
40,0.6461887252420719,0.47604477171617743,0.8771441121486095
50,0.6712364697902569,0.5453552383742805,0.8261741460843283
60,0.697255121880532,0.5264835557072565,0.923418594405179
